,Unnamed: 0,Accident_Index,longitude,latitude,Time,Speed_limit,Date
79,79,80.0,78.4917798,14.66685741,00:30:00,30.0,01-03-2018
80,80,81.0,78.601506,14.79209554,19:30:00,30.0,28-02-2018
81,81,82.0,78.53344659,14.79572839,12:03:00,30.0,01-03-2018
82,82,83.0,78.48455418,14.70195026,23:03:00,30.0,14-02-2018
83,83,84.0,78.61444643,14.65835189,22:19:00,30.0,02-02-2018
84,84,85.0,78.63919316,14.78135494,14:30:00,30.0,03-03-2018
85,85,86.0,78.58129086,14.78138849,19:15:00,30.0,01-03-2018
86,86,87.0,78.61902632,14.66241545,18:31:00,30.0,01-03-2018
87,87,88.0,78.59075788,14.67088489,02:58:00,30.0,05-03-2018
88,88,89.0,78.56631994,14.76510556,10:40:00,30.0,01-03-2018
89,89,90.0,78.52627463,14.74048644,23:40:00,30.0,08-03-2018
90,90,91.0,78.63780456,14.78069749,21:07:00,30.0,03-03-2018
91,91,92.0,78.60107905,14.67955824,18:40:00,30.0,05-03-2018
92,92,93.0,78.59274347,14.76252813,16:55:00,30.0,05-03-2018
93,93,94.0,78.56313479,14.67937043,13:36:00,30.0,08-03-2018
94,94,95.0,78.60856414,14.74191231,01:05:00,30.0,06-03-2018
95,95,96.0,78.59335206,14.70903447,12:20:00,30.0,08-03-2018
96,96,97.0,78.4715623,14.65677436,08:56:00,30.0,08-03-2018
97,97,98.0,78.47488499,14.66076976,16:55:00,30.0,09-03-2018
98,98,99.0,78.63945235,14.71711614,15:35:00,30.0,09-03-2018
99,99,100.0,78.63908275,14.78005852,17:35:00,30.0,14-03-2018
100,100,101.0,78.57058917,14.67090569,09:15:00,30.0,17-03-2018
101,101,102.0,78.46344518,14.74883981,00:15:00,30.0,13-03-2018
102,102,103.0,78.47847421,14.73100256,13:02:00,30.0,15-03-2018
103,103,104.0,78.53747456,14.71947132,20:00:00,30.0,14-03-2018
104,104,105.0,78.62941011,14.78927976,15:31:00,30.0,15-03-2018
105,105,106.0,78.62081325,14.75982788,09:40:00,30.0,15-03-2018
106,106,107.0,78.5261796,14.77397946,09:13:00,30.0,09-03-2018
107,107,108.0,78.56387498,14.72388961,14:41:00,30.0,18-03-2018
108,108,109.0,78.62644835,14.68705541,08:17:00,30.0,09-03-2018
109,109,110.0,78.63897516,14.72694687,11:07:00,30.0,17-03-2018
110,110,111.0,78.52491295,14.79386514,20:55:00,30.0,17-03-2018
111,111,112.0,78.63284938,14.73825519,23:30:00,30.0,17-03-2018
112,112,113.0,78.46561537,14.66612627,20:45:00,30.0,13-03-2018
113,113,114.0,78.57424101,14.68721774,20:20:00,30.0,16-03-2018
114,114,115.0,78.51496972,14.73016531,13:53:00,30.0,24-03-2018
115,115,116.0,78.59715089,14.69456664,14:31:00,30.0,20-03-2018
116,116,117.0,78.59656167,14.74556922,09:22:00,30.0,21-03-2018
117,117,118.0,78.62947418,14.66045209,18:03:00,30.0,18-03-2018
118,118,119.0,78.46851877,14.71027655,13:45:00,30.0,20-03-2018
119,119,120.0,78.57672392,14.77471619,15:45:00,30.0,23-03-2018
120,120,121.0,78.63055429,14.80468822,08:17:00,30.0,24-02-2018
121,121,122.0,78.57629322,14.70767864,23:17:00,30.0,23-03-2018
122,122,123.0,78.50329991,14.79490273,19:20:00,30.0,24-03-2018
123,123,124.0,78.51266275,14.69858571,12:01:00,30.0,24-03-2018
124,124,125.0,78.47503602,14.70878444,23:39:00,30.0,31-03-2018
125,125,126.0,78.60791282,14.75358474,11:40:00,30.0,21-03-2018
126,126,127.0,78.52983052,14.76179671,12:30:00,30.0,18-03-2018
127,127,128.0,78.59331286,14.76420208,12:40:00,30.0,24-02-2018
128,128,129.0,78.5308538,14.68323088,09:20:00,30.0,24-03-2018
129,129,130.0,78.48250575,14.66622816,08:23:00,30.0,23-03-2018
130,130,131.0,78.54648246,14.70243018,18:36:00,30.0,23-03-2018
131,131,132.0,78.58910297,14.6790203,17:10:00,30.0,31-03-2018
132,132,133.0,78.59333209,14.78989934,15:30:00,30.0,14-03-2018
133,133,134.0,78.53104421,14.71726722,03:00:00,30.0,12-03-2018
134,134,135.0,78.60886599,14.73851985,09:45:00,30.0,09-04-2018
135,135,136.0,78.4734492,14.65945932,14:30:00,30.0,07-04-2018
136,136,137.0,78.63796093,14.69902435,11:09:00,30.0,02-04-2018
137,137,138.0,78.58360051,14.68998045,17:00:00,30.0,17-03-2018
138,138,139.0,78.58049308,14.78806724,15:12:00,30.0,31-03-2018
139,139,140.0,78.53138575,14.72621264,13:15:00,30.0,07-04-2018
140,140,141.0,78.51771818,14.76506434,21:25:00,30.0,31-03-2018
141,141,142.0,78.53267456,14.79669925,00:32:00,30.0,06-04-2018
142,142,143.0,78.63541032,14.67611552,08:25:00,30.0,05-04-2018
143,143,144.0,78.52016722,14.72006418,09:04:00,30.0,08-04-2018
144,144,145.0,78.53274753,14.69178919,16:42:00,30.0,02-04-2018
145,145,146.0,78.51171699,14.80505263,08:40:00,30.0,06-04-2018
146,146,147.0,78.52828898,14.6707471,23:40:00,30.0,01-04-2018
147,147,148.0,78.53216836,14.6647056,18:15:00,30.0,06-04-2018
148,148,149.0,78.49745637,14.79130625,06:18:00,30.0,04-04-2018
149,149,150.0,78.56291399,14.66644638,10:40:00,30.0,08-04-2018
150,150,151.0,78.57011463,14.73892886,08:28:00,30.0,08-04-2018
151,151,152.0,78.51418176,14.77872964,12:58:00,30.0,08-04-2018
152,152,153.0,78.52341118,14.7140019,19:25:00,30.0,10-04-2018
153,153,154.0,78.48058843,14.80338568,08:43:00,30.0,13-03-2018
154,154,155.0,78.5968315,14.71049446,13:28:00,30.0,19-04-2018
155,155,156.0,78.5092686,14.7857426,18:15:00,30.0,03-04-2018
156,156,157.0,78.62373567,14.80490284,15:50:00,30.0,12-04-2018
157,157,158.0,78.56280849,14.74109205,09:50:00,30.0,13-04-2018
158,158,159.0,78.61312089,14.79458328,20:05:00,30.0,14-04-2018
159,159,160.0,78.55251349,14.70852042,22:50:00,30.0,13-04-2018
160,160,161.0,78.61190049,14.74892807,10:10:00,30.0,16-04-2018
161,161,162.0,78.59225886,14.69449824,18:45:00,30.0,16-04-2018
162,162,163.0,78.50220319,14.71741426,17:30:00,30.0,08-04-2018
163,163,164.0,78.53399951,14.78930585,09:30:00,30.0,14-04-2018
164,164,165.0,78.55490051,14.71110477,12:55:00,30.0,14-04-2018
165,165,166.0,78.51257609,14.69811304,12:24:00,30.0,18-04-2018
166,166,167.0,78.61005704,14.70932652,17:00:00,30.0,20-04-2018
167,167,168.0,78.54850974,14.79034087,19:25:00,30.0,19-04-2018
168,168,169.0,78.63803175,14.68938755,19:06:00,30.0,10-04-2018
169,169,170.0,78.52925268,14.75885863,07:50:00,30.0,20-04-2018
170,170,171.0,78.63898644,14.68728438,20:42:00,30.0,16-04-2018
171,171,172.0,78.50523158,14.76601943,13:30:00,30.0,17-04-2018
172,172,173.0,78.54525948,14.80095176,21:00:00,30.0,16-04-2018
173,173,174.0,78.5584442,14.70478832,17:35:00,30.0,16-04-2018
174,174,175.0,78.62508454,14.66933649,17:30:00,30.0,16-04-2018
175,175,176.0,78.63903383,14.70006203,14:40:00,40.0,20-04-2018
176,176,177.0,78.46785122,14.65660403,00:21:00,30.0,17-04-2018
177,177,178.0,78.52094189,14.76581159,00:55:00,30.0,23-04-2018
178,178,179.0,78.49043054,14.65876791,20:30:00,30.0,22-04-2018
179,179,180.0,78.54514131,14.79778304,08:44:00,30.0,20-04-2018
180,180,181.0,78.58729119,14.69783034,08:45:00,30.0,25-04-2018
181,181,182.0,78.52268708,14.79755994,17:45:00,30.0,24-04-2018
182,182,183.0,78.49527903,14.70743115,19:10:00,30.0,25-04-2018
183,183,184.0,78.55500885,14.72667968,21:20:00,30.0,23-04-2018
184,184,185.0,78.54323638,14.78592584,13:45:00,30.0,23-04-2018
185,185,186.0,78.56939416,14.70715153,17:45:00,30.0,16-04-2018
186,186,187.0,78.56145892,14.66703382,12:45:00,30.0,28-04-2018
187,187,188.0,78.58477415,14.7347871,17:24:00,30.0,02-05-2018
188,188,189.0,78.51221227,14.80488103,18:40:00,30.0,02-05-2018
189,189,190.0,78.51971959,14.68383777,08:39:00,30.0,29-04-2018
190,190,191.0,78.59785657,14.79015961,14:00:00,30.0,25-04-2018
191,191,192.0,78.47933433,14.71668444,05:23:00,30.0,04-05-2018
192,192,193.0,78.56026501,14.7992987,13:48:00,30.0,29-04-2018
193,193,194.0,78.52194701,14.67553021,16:10:00,30.0,04-05-2018
194,194,195.0,78.46803998,14.68550389,18:45:00,30.0,05-05-2018
195,195,196.0,78.56210707,14.69976021,13:00:00,30.0,05-05-2018
196,196,197.0,78.63858789,14.80432387,18:05:00,30.0,04-05-2018
197,197,198.0,78.59083118,14.67949361,21:14:00,30.0,05-05-2018
198,198,199.0,78.61180959,14.76776344,16:20:00,30.0,06-05-2018
199,199,200.0,78.47324674,14.66436759,16:30:00,30.0,26-04-2018
200,200,201.0,78.51099805,14.66207149,12:11:00,30.0,06-05-2018
201,201,202.0,78.49568104,14.75084927,17:18:00,30.0,26-04-2018
202,202,203.0,78.56307436,14.70427349,13:00:00,30.0,07-05-2018
203,203,204.0,78.50749072,14.73600151,23:00:00,30.0,05-05-2018
204,204,205.0,78.51133428,14.68102881,13:28:00,30.0,01-05-2018
205,205,206.0,78.53175096,14.7618112,17:44:00,30.0,12-05-2018
206,206,207.0,78.4699991,14.66823316,16:41:00,30.0,07-05-2018
207,207,208.0,78.58997564,14.74481977,16:38:00,30.0,12-05-2018
208,208,209.0,78.52515075,14.75371748,19:15:00,30.0,08-05-2018
209,209,210.0,78.49933886,14.70154968,18:40:00,30.0,07-05-2018
210,210,211.0,78.46902561,14.72458462,18:55:00,30.0,07-05-2018
211,211,212.0,78.55824492,14.66468949,23:46:00,30.0,12-05-2018
212,212,213.0,78.55418383,14.77118443,11:30:00,40.0,13-05-2018
213,213,214.0,78.57290637,14.68586346,20:23:00,30.0,08-05-2018
214,214,215.0,78.53876108,14.74219912,18:26:00,30.0,09-05-2018
215,215,216.0,78.61986326,14.73015342,14:15:00,30.0,15-05-2018
216,216,217.0,78.50956466,14.74851539,12:56:00,30.0,12-05-2018
217,217,218.0,78.49658361,14.77771509,11:00:00,30.0,16-05-2018
218,218,219.0,78.48772909,14.68063512,03:40:00,30.0,01-05-2018
219,219,220.0,78.63242285,14.67347275,20:10:00,30.0,30-04-2018
220,220,221.0,78.59659169,14.67742815,15:57:00,30.0,19-05-2018
221,221,222.0,78.48340251,14.77234364,19:20:00,30.0,18-05-2018
222,222,223.0,78.62145242,14.70635319,01:41:00,30.0,15-05-2018
223,223,224.0,78.56335729,14.74545069,08:45:00,30.0,06-05-2018
224,224,225.0,78.51051755,14.73706108,21:00:00,30.0,21-05-2018
225,225,226.0,78.51911099,14.79872311,15:15:00,30.0,25-05-2018
226,226,227.0,78.61731038,14.66548537,20:25:00,30.0,23-05-2018
227,227,228.0,78.52154554,14.68690148,12:51:00,30.0,19-05-2018
228,228,229.0,78.57084194,14.72122498,08:30:00,30.0,20-04-2018
229,229,230.0,78.60753191,14.74998795,16:55:00,30.0,19-05-2018
230,230,231.0,78.54316762,14.73574955,22:39:00,30.0,21-05-2018
231,231,232.0,78.5258935,14.80328134,20:17:00,30.0,25-05-2018
232,232,233.0,78.52988136,14.78118066,00:55:00,30.0,14-04-2018
233,233,234.0,78.59297125,14.75655046,13:16:00,30.0,24-05-2018
234,234,235.0,78.5090037,14.78931699,12:25:00,30.0,21-05-2018
235,235,236.0,78.57213853,14.76171002,12:53:00,30.0,26-05-2018
236,236,237.0,78.49023676,14.77480917,20:05:00,30.0,26-05-2018
237,237,238.0,78.50628714,14.71704441,19:28:00,30.0,26-05-2018
238,238,239.0,78.55311898,14.68678665,17:05:00,30.0,14-05-2018
239,239,240.0,78.49984809,14.76036765,16:05:00,30.0,24-05-2018
240,240,241.0,78.54306354,14.79621424,12:07:00,30.0,06-05-2018
241,241,242.0,78.50713341,14.75506939,09:40:00,30.0,23-05-2018
242,242,243.0,78.53700723,14.73111455,15:40:00,30.0,26-05-2018
243,243,244.0,78.49172454,14.73206479,08:53:00,30.0,03-05-2018
244,244,245.0,78.61683574,14.71447647,12:25:00,30.0,24-05-2018
245,245,246.0,78.57384031,14.67299047,19:18:00,30.0,31-05-2018
246,246,247.0,78.53690866,14.66367782,17:20:00,30.0,29-05-2018
247,247,248.0,78.49967402,14.68530086,07:00:00,30.0,27-05-2018
248,248,249.0,78.49973569,14.72369516,16:51:00,30.0,26-05-2018
249,249,250.0,78.48617375,14.80351026,16:45:00,30.0,01-06-2018
250,250,251.0,78.5693854,14.71688689,16:57:00,30.0,02-06-2018
251,251,252.0,78.5114404,14.66381637,13:19:00,30.0,28-05-2018
252,252,253.0,78.63823895,14.70077042,12:30:00,30.0,25-05-2018
253,253,254.0,78.62302656,14.77154227,11:00:00,30.0,07-06-2018
254,254,255.0,78.57208692,14.68758605,08:50:00,30.0,02-06-2018
255,255,256.0,78.51878533,14.79802942,07:50:00,30.0,03-06-2018
256,256,257.0,78.50909015,14.78240267,08:36:00,30.0,25-05-2018
257,257,258.0,78.54811166,14.75619763,09:02:00,30.0,26-05-2018
258,258,259.0,78.58016673,14.70005358,12:30:00,30.0,06-06-2018
259,259,260.0,78.57654882,14.68743235,18:00:00,30.0,30-05-2018
260,260,261.0,78.62258541,14.71756967,15:47:00,30.0,09-06-2018
261,261,262.0,78.54134847,14.76949621,21:50:00,30.0,07-06-2018
262,262,263.0,78.50675512,14.79231236,12:30:00,30.0,08-06-2018
263,263,264.0,78.47561149,14.67744995,10:45:00,30.0,09-06-2018
264,264,265.0,78.46669406,14.66280003,23:19:00,30.0,08-06-2018
265,265,266.0,78.50632146,14.71686804,18:22:00,30.0,08-06-2018
266,266,267.0,78.49209238,14.68786293,11:30:00,30.0,25-05-2018
267,267,268.0,78.6282314,14.78187849,18:00:00,30.0,10-06-2018
268,268,269.0,78.62495166,14.7360332,18:50:00,30.0,15-06-2018
269,269,270.0,78.63325003,14.66206471,20:50:00,30.0,04-06-2018
270,270,271.0,78.49548664,14.78413513,23:26:00,30.0,02-06-2018
271,271,272.0,78.51916272,14.80101683,18:36:00,30.0,03-06-2018
272,272,273.0,78.61271387,14.78976302,08:45:00,30.0,09-06-2018
273,273,274.0,78.59020358,14.72741553,18:40:00,30.0,06-06-2018
274,274,275.0,78.55210481,14.69242758,22:10:00,30.0,19-05-2018
275,275,276.0,78.48009176,14.78662026,08:00:00,30.0,15-06-2018
276,276,277.0,78.51214606,14.69029968,12:00:00,30.0,10-06-2018
277,277,278.0,78.57737336,14.77971545,04:22:00,30.0,06-06-2018
278,278,279.0,78.47616014,14.73265712,13:45:00,30.0,10-06-2018
279,279,280.0,78.49170806,14.67588605,22:35:00,30.0,11-05-2018
280,280,281.0,78.47974987,14.73120154,10:47:00,30.0,11-06-2018
281,281,282.0,78.55747894,14.76903097,21:15:00,30.0,13-06-2018
282,282,283.0,78.60541356,14.69379498,16:00:00,30.0,15-06-2018
283,283,284.0,78.50441471,14.72828575,18:33:00,30.0,03-06-2018
284,284,285.0,78.63643436,14.7068718,19:40:00,30.0,14-06-2018
285,285,286.0,78.53629181,14.71105868,15:45:00,30.0,16-06-2018
286,286,287.0,78.57744448,14.66574332,19:48:00,30.0,15-06-2018
287,287,288.0,78.51809195,14.68098776,10:10:00,30.0,15-06-2018
288,288,289.0,78.63146863,14.7590843,16:20:00,30.0,15-06-2018
289,289,290.0,78.52981934,14.76660078,09:10:00,30.0,20-06-2018
290,290,291.0,78.48806092,14.79040413,10:30:00,30.0,15-06-2018
291,291,292.0,78.47544959,14.7335497,12:13:00,30.0,20-06-2018
292,292,293.0,78.51424446,14.76544574,15:52:00,30.0,11-06-2018
293,293,294.0,78.63263448,14.68221368,18:00:00,30.0,20-06-2018
294,294,295.0,78.58434051,14.78476528,16:50:00,30.0,20-06-2018
295,295,296.0,78.56507233,14.72774735,23:46:00,30.0,16-06-2018
296,296,297.0,78.60023333,14.69295855,16:20:00,50.0,16-06-2018
297,297,298.0,78.50713514,14.66838776,08:58:00,30.0,16-06-2018
298,298,299.0,78.52376459,14.78478488,14:30:00,30.0,21-06-2018
299,299,300.0,78.63783856,14.75145227,15:37:00,30.0,21-06-2018
300,300,301.0,78.59327332,14.70024915,13:20:00,30.0,16-06-2018
301,301,302.0,78.60970802,14.69571563,10:34:00,30.0,20-06-2018
302,302,303.0,78.51079953,14.75427531,10:42:00,30.0,20-06-2018
303,303,304.0,78.48965821,14.72656662,11:05:00,30.0,20-06-2018
304,304,305.0,78.46936852,14.66938889,01:43:00,30.0,01-07-2018
305,305,306.0,78.55689639,14.78242374,09:55:00,30.0,24-06-2018
306,306,307.0,78.60087333,14.78340726,10:00:00,30.0,30-06-2018
307,307,308.0,78.55490165,14.72840825,13:43:00,30.0,24-06-2018
308,308,309.0,78.55771901,14.80221565,07:12:00,30.0,21-06-2018
309,309,310.0,78.54161986,14.69705483,12:50:00,30.0,23-06-2018
310,310,311.0,78.63439045,14.65839125,23:53:00,30.0,23-06-2018
311,311,312.0,78.4743251,14.77099798,19:30:00,30.0,28-06-2018
312,312,313.0,78.6301266,14.72254784,15:35:00,30.0,29-06-2018
313,313,314.0,78.47012294,14.70951832,07:05:00,30.0,29-06-2018
314,314,315.0,78.62984631,14.77544846,11:30:00,30.0,01-06-2018
315,315,316.0,78.5962481,14.66968795,11:50:00,30.0,23-06-2018
316,316,317.0,78.61894948,14.66778696,13:20:00,30.0,20-06-2018
317,317,318.0,78.5029841,14.7739841,07:40:00,30.0,04-07-2018
318,318,319.0,78.47169251,14.79088419,18:54:00,30.0,30-06-2018
319,319,320.0,78.47963182,14.66667239,19:05:00,30.0,03-07-2018
320,320,321.0,78.6090894,14.69521069,17:30:00,30.0,03-07-2018
321,321,322.0,78.64246377,14.78980067,07:55:00,30.0,30-06-2018
322,322,323.0,78.63300268,14.68292814,10:50:00,30.0,20-06-2018
323,323,324.0,78.46977434,14.71538941,23:30:00,30.0,30-06-2018
324,324,325.0,78.51827972,14.71925189,19:49:00,30.0,06-06-2018
325,325,326.0,78.49127783,14.7749603,23:36:00,30.0,29-06-2018
326,326,327.0,78.55483725,14.75836431,18:30:00,30.0,05-07-2018
327,327,328.0,78.50241736,14.7203547,15:45:00,30.0,30-06-2018
328,328,329.0,78.62768177,14.76606565,02:00:00,30.0,07-07-2018
329,329,330.0,78.62746924,14.66079676,17:50:00,30.0,30-06-2018
330,330,331.0,78.51025771,14.71864554,18:04:00,20.0,01-07-2018
331,331,332.0,78.64165765,14.79135592,19:48:00,30.0,14-07-2018
332,332,333.0,78.49218747,14.75235812,13:01:00,30.0,08-07-2018
333,333,334.0,78.5570065,14.7282784,07:00:00,30.0,09-07-2018
334,334,335.0,78.52693467,14.75035534,23:15:00,30.0,11-07-2018
335,335,336.0,78.60002982,14.72224332,18:05:00,30.0,09-07-2018
336,336,337.0,78.48493829,14.7683047,15:50:00,30.0,10-07-2018
337,337,338.0,78.54929233,14.78308418,17:30:00,30.0,13-07-2018
338,338,339.0,78.48354668,14.76704076,13:10:00,30.0,12-07-2018
339,339,340.0,78.56883318,14.79190576,23:20:00,30.0,16-07-2018
340,340,341.0,78.56607108,14.666249,15:18:00,30.0,16-07-2018
341,341,342.0,78.6211453,14.80428889,14:20:00,30.0,30-06-2018
342,342,343.0,78.61721504,14.68315458,14:00:00,30.0,30-06-2018
343,343,344.0,78.5055848,14.72490501,09:43:00,30.0,08-07-2018
344,344,345.0,78.61641686,14.66245571,16:04:00,30.0,16-07-2018
345,345,346.0,78.5823083,14.79660932,16:25:00,30.0,30-06-2018
346,346,347.0,78.46855776,14.71828871,09:09:00,30.0,05-07-2018
347,347,348.0,78.61866175,14.69414695,16:50:00,30.0,25-06-2018
348,348,349.0,78.54535858,14.6947375,18:50:00,30.0,17-06-2018
349,349,350.0,78.54427878,14.66438323,21:00:00,30.0,30-06-2018
350,350,351.0,78.55636369,14.67643296,07:44:00,30.0,08-07-2018
351,351,352.0,78.48400842,14.67635323,17:45:00,30.0,06-07-2018
352,352,353.0,78.53793668,14.7856484,19:45:00,30.0,08-07-2018
353,353,354.0,78.6360229,14.71844504,00:40:00,30.0,14-07-2018
354,354,355.0,78.47026242,14.68066512,10:15:00,30.0,15-07-2018
355,355,356.0,78.59842131,14.79765213,08:33:00,30.0,13-07-2018
356,356,357.0,78.64251428,14.76959149,17:45:00,30.0,21-07-2018
357,357,358.0,78.47596283,14.74644541,18:40:00,50.0,11-07-2018
358,358,359.0,78.54495123,14.75888938,14:05:00,30.0,16-06-2018
359,359,360.0,78.61574494,14.80011732,17:12:00,30.0,13-07-2018
360,360,361.0,78.62832245,14.74078714,07:45:00,30.0,13-07-2018
361,361,362.0,78.46941866,14.66151845,18:48:00,30.0,09-07-2018
362,362,363.0,78.56585433,14.72923928,16:13:00,30.0,21-07-2018
363,363,364.0,78.63201283,14.73800956,18:20:00,30.0,19-07-2018
364,364,365.0,78.56037816,14.80283387,21:10:00,30.0,21-07-2018
365,365,366.0,78.56228907,14.66234064,20:31:00,30.0,26-07-2018
366,366,367.0,78.61558599,14.7027698,10:20:00,30.0,14-07-2018
367,367,368.0,78.60065039,14.76434288,09:20:00,30.0,19-07-2018
368,368,369.0,78.55970579,14.80222413,08:05:00,30.0,12-07-2018
369,369,370.0,78.62728887,14.79453532,21:16:00,30.0,27-07-2018
370,370,371.0,78.47895,14.70259881,23:00:00,30.0,20-07-2018
371,371,372.0,78.57717785,14.69583234,11:04:00,30.0,22-07-2018
372,372,373.0,78.52051856,14.662673,11:57:00,30.0,16-07-2018
373,373,374.0,78.62378219,14.68170586,09:29:00,30.0,18-07-2018
374,374,375.0,78.57691734,14.78841175,17:48:00,30.0,17-07-2018
375,375,376.0,78.46463445,14.74629362,07:30:00,30.0,24-07-2018
